26.0 42.42 40.42 1.03
26.0 38.9 36.9 2.06
26.0 38.9 36.9 3.09
26.0 38.9 36.9 4.01
26.0 38.9 36.9 5.04
26.0 38.9 36.9 6.07
26.0 38.9 36.9 7.10
26.0 38.9 36.9 8.03
26.0 38.9 36.9 9.06
26.0 38.9 36.9 10.09
26.0 38.9 36.9 11.01
26.0 38.9 36.9 12.04
26.0 38.9 36.9 13.07
26.0 38.9 36.9 14.10
26.0 38.9 36.9 15.03
26.0 38.9 36.9 16.06
27.0 38.9 36.9 17.09
27.0 38.9 36.9 18.01
27.0 38.9 36.9 19.04
27.0 38.9 36.9 20.07
27.0 38.9 36.9 21.10
27.0 38.9 36.9 22.02
27.0 38.9 36.9 23.05
27.0 38.9 36.9 24.08
27.0 38.9 36.9 25.01
27.0 38.9 36.9 26.04
27.0 38.9 36.9 27.06
27.0 38.9 36.9 28.09
27.0 38.81 36.81 29.01
28.0 38.9 36.9 30.04
28.0 38.9 36.9 31.07
28.0 38.9 36.9 32.10
28.0 38.9 36.9 33.02
28.0 38.9 36.9 34.05
28.0 38.9 36.9 35.07
28.0 38.9 36.9 36.10
28.0 38.9 36.9 37.02
28.0 38.9 36.9 38.04
28.0 38.9 36.9 39.06
28.0 38.9 36.9 40.08
28.0 38.9 36.9 41.10
28.0 38.9 36.9 42.02
28.0 38.9 36.9 43.04
29.0 38.9 36.9 44.06
29.0 38.9 36.9 45.08
29.0 38.9 36.9 46.00
29.0 38.9 36.9 47.03
29.0 38.9 36.9 48.05
29.0 38.9 36.9 49.07
29.0 38.9 36.9 50.10
29.0 38.9 36.9 51.02
29.0 38.9 36.9 52.04
29.0 38.9 36.9 53.07
29.0 38.9 36.9 54.10
29.0 38.9 36.9 55.02
29.0 38.9 36.9 56.05
29.0 38.9 36.9 57.08
29.0 38.9 36.9 58.01
29.0 38.9 36.9 59.04
29.0 38.9 36.9 60.06
29.0 38.9 36.9 61.09
29.0 38.9 36.9 62.01
29.0 38.9 36.9 63.04
30.0 38.9 36.9 64.07
30.0 38.9 36.9 65.10
30.0 38.9 36.9 66.02
30.0 38.9 36.9 67.05
30.0 38.9 36.9 68.07
30.0 38.9 36.9 69.09
30.0 38.9 36.9 70.02
30.0 38.9 36.9 71.04
32.0 38.9 36.9 72.06
30.0 38.9 36.9 73.08
30.0 38.9 36.9 74.01
30.0 38.9 36.9 75.04
30.0 38.9 36.9 76.07
30.0 38.9 36.9 77.09
31.0 38.9 36.9 78.02
32.0 38.9 36.9 79.05
31.0 38.9 36.9 80.07
31.0 38.9 36.9 81.10
31.0 38.9 36.9 82.02
31.0 38.9 36.9 83.05
